City,Customer Name,Customer Segment,Customer Type,Feedback,Gender,Order Date,Order ID,Order Priority,POS,Product Category,Product Container,Product Name,Product Sub-Category,Promotion,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Labour Cost,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Beverly,Bradley Drucker,Small Business,Direct,Satisified,Male,11/01/09,33797,Not Specified,Point of Sales,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,newspapers and magazines,East,4755,12/01/09,Regular Air,MA,1915,0.02,7.185,1,44,0.73,-449.04,574.5,14.37,12.99
Hanson,Bradley Drucker,Small Business,Direct,Satisified,Male,11/01/09,33797,Not Specified,Point of Sales,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,newspapers and magazines,East,4756,12/01/09,Regular Air,MA,2341,0.06,3.375,1,18,0.52,-22.37,262.94,6.75,14.42
Hawthorne,Bradley Drucker,Small Business,Direct,Satisified,Male,11/01/09,33797,Not Specified,Point of Sales,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,newspapers and magazines,East,4757,13/01/09,Express Air,New Jersey,7506,0.05,3.3,1,29,0.49,-103.78,138.17,6.6,4.14
Lebanon,Andy Gerbode,Consumer,Online,Satisified,Female,11/01/09,21830,Low,Point of Sales,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,Direct Mail,South,3040,18/01/09,Delivery Truck,Tennessee,37087,0.08,6.03,1,19,0.56,906.8,6991.65,12.06,399.98
Florence,Cindy Schnelling,Corporate,Online,Satisified,Male,12/01/09,20549,Not Specified,Call Center,Office Supplies,Small Box,Fellowes Super Stor/Drawer¨,Storage & Organization,Television Advertising,South,2855,13/01/09,Regular Air,Kentucky,41042,0.09,9.995,1,40,0.67,-568.71,1030.09,19.99,27.75
Fort Thomas,Liz Price,Consumer,Direct,Satisified,Female,12/01/09,27813,Medium,Point of Sales,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,Outdoor Advertising,South,3901,14/01/09,Regular Air,Kentucky,41075,0.1,3.25,1,10,0.74,-131.03,401.14,6.5,40.98
Englewood,Greg Matthias,Home Office,Direct,Unsatisfied,Male,12/01/09,7461,Low,Point of Sales,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,Direct Mail,West,1024,14/01/09,Delivery Truck,Colorado,80112,0.05,19.5,1,12,0.55,593.79,4080.3,39,350.99
Gaithersburg,Rick Reed,Consumer,Online,Very Satisfied,Male,12/01/09,43362,Critical,Point of Sales,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,Outdoor Advertising,East,6123,14/01/09,Regular Air,Maryland,20877,0.04,0.5,1,33,0.35,2.72,58.48,1,1.68
Springfield,Guy Thornton,Corporate,Direct,Unsatisfied,Male,12/01/09,37862,Not Specified,Point of Sales,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,Direct Mail,Central,5327,15/01/09,Regular Air,MO,65807,0.01,1.995,1,27,0.57,452.49,1603.27,3.99,59.98
Gaithersburg,Rick Reed,Consumer,Online,Very Satisfied,Male,12/01/09,43362,Critical,Point of Sales,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,Outdoor Advertising,East,6122,15/01/09,Delivery Truck,Maryland,20877,0.03,15,1,45,0.61,4276.73,15963.09,30,350.98
Englewood,Greg Matthias,Home Office,Direct,Unsatisfied,Male,12/01/09,7461,Low,Point of Sales,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,Direct Mail,West,1025,16/01/09,Regular Air,Colorado,80112,0,0.695,1,28,0.38,111.4,260.79,1.39,8.74
Englewood,Greg Matthias,Home Office,Direct,Unsatisfied,Male,12/01/09,7461,Low,Point of Sales,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,Direct Mail,West,1026,16/01/09,Regular Air,Colorado,80112,0.02,0.35,1,44,0.83,-16.72,90.35,0.7,1.98
College Park,Michelle Huthwaite,Home Office,Direct,Satisified,Male,13/01/09,51623,Critical,Point of Sales,Furniture,Small Box,Eldon¨ Wave Desk Accessories,Office Furnishings,Window Display,East,7241,13/01/09,Regular Air,Maryland,20740,0.06,2.665,1,17,0.43,-66.58,39.23,5.33,2.08
Manteca,Brian Stugart,Corporate,Direct,Satisified,Male,13/01/09,13602,Low,Point of Sales,Office Supplies,Small Box,Xerox 1910,Paper,Television Advertising,West,1895,13/01/09,Regular Air,California,95336,0.02,2.545,1,13,0.37,267.67,660.99,5.09,48.04
Pembroke Pines,Mike Gockenbach,Consumer,Direct,Satisified,Male,13/01/09,25541,Low,Point of Sales,Office Supplies,Small Box,Xerox 1903,Paper,Window Display,South,3582,15/01/09,Regular Air,Florida,33024,0.07,2.895,1,50,0.36,-111.34,297.76,5.79,5.98
Manteca,Brian Stugart,Corporate,Direct,Satisified,Male,13/01/09,13602,Low,Point of Sales,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,Television Advertising,West,1894,18/01/09,Delivery Truck,California,95336,0.03,8.925,1,3,0.56,-377.9019,445.34,17.85,145.45
Post Falls,Tamara Manning,Corporate,Direct,Very Satisfied,Male,14/01/09,43911,Medium,Point of Sales,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,Outdoor Advertising,West,6200,14/01/09,Regular Air,Idaho,83854,0.06,5.585,1,29,0.6,-53.89,577.89,11.17,19.99
Germantown,Toby Swindell,Small Business,Direct,Very Satisfied,Male,14/01/09,30567,Not Specified,Point of Sales,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,Window Display,South,4291,14/01/09,Delivery Truck,Tennessee,38138,0.1,34.01,1,14,0.58,-368.02,2690.84,68.02,208.16
Allentown,Clytie Kelty,Small Business,Online,Very Satisfied,Male,14/01/09,34691,Critical,Call Center,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,Television Advertising,East,4876,14/01/09,Delivery Truck,Pennsylvania,18103,0.02,13.265,1,23,0.56,1425.11,7202.94,26.53,306.14
Hendersonville,Toby Swindell,Small Business,Direct,Very Satisfied,Male,14/01/09,30567,Not Specified,Point of Sales,Office Supplies,Small Box,Tyvek¨ Side-Opening Peel & Seel¨ Expanding Envelopes,Envelopes,Window Display,South,4292,15/01/09,Regular Air,Tennessee,37075,0.07,9.995,1,8,0.4,103.13,733.55,19.99,90.48
Hendersonville,Toby Swindell,Small Business,Direct,Very Satisfied,Male,14/01/09,30567,Not Specified,Point of Sales,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,Window Display,South,4294,15/01/09,Regular Air,Tennessee,37075,0.02,0.47,1,14,0.56,7.32,62.6,0.94,4.28
Post Falls,Tamara Manning,Corporate,Direct,Very Satisfied,Male,14/01/09,43911,Medium,Point of Sales,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,Outdoor Advertising,West,6201,15/01/09,Delivery Truck,Idaho,83854,0,8.93,1,36,0.58,2685.19,9920.85,17.86,264.98
Rexburg,Tamara Manning,Corporate,Direct,Very Satisfied,Male,14/01/09,43911,Medium,Call Center,Furniture,Jumbo Drum,Hon 4070 Series Pagodaª Round Back Stacking Chairs,Chairs & Chairmats,Outdoor Advertising,West,6202,16/01/09,Delivery Truck,Idaho,83440,0.06,29.475,1,23,0.57,1278.45,7484.31,58.95,320.98
Salinas,Jennifer Patt,Home Office,Direct,Very Satisfied,Male,14/01/09,8325,Critical,Call Center,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,Television Advertising,West,1144,16/01/09,Delivery Truck,California,93905,0.08,28.07,1,21,0.4,-220.0491,2364.29,56.14,115.99
Hendersonville,Toby Swindell,Small Business,Direct,Very Satisfied,Male,14/01/09,30567,Not Specified,Point of Sales,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,Window Display,South,4293,16/01/09,Express Air,Tennessee,37075,0.01,3.645,1,3,0.45,23,38.71,7.29,9.48
Allentown,Clytie Kelty,Small Business,Online,Very Satisfied,Male,14/01/09,34691,Critical,Call Center,Office Supplies,Small Box,Xerox 1939,Paper,Television Advertising,East,4877,16/01/09,Express Air,Pennsylvania,18103,0.1,4.77,1,13,0.37,-7.39,245.82,9.54,18.97
Allentown,Clytie Kelty,Small Business,Online,Very Satisfied,Male,14/01/09,34691,Critical,Call Center,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,Television Advertising,East,4875,16/01/09,Regular Air,Pennsylvania,18103,0.08,4.615,1,27,0.58,-168.75,217.68,9.23,7.77
Salinas,Jennifer Patt,Home Office,Direct,Very Satisfied,Male,14/01/09,8325,Critical,Call Center,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,Television Advertising,West,1145,17/01/09,Regular Air,California,93905,0.08,0.47,1,27,0.56,13.92,112.57,0.94,4.28
Battle Creek,Giulietta Weimer,Corporate,Direct,Satisified,Female,15/01/09,37729,Not Specified,Call Center,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,Film Advertising,Central,5297,15/01/09,Regular Air,Michigan,49017,0,3.095,1,48,0.38,-26.7835,447.89,6.19,8.6
Hattiesburg,Jennifer Jackson,Home Office,Direct,Very Satisfied,Male,15/01/09,12676,High,Call Center,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,Radio Advertising,South,1769,16/01/09,Express Air,Mississippi,39401,0.08,3.98,1,25,0.49,-80.86,201.06,7.96,8.09
Knoxville,Amy Hunt,Consumer,Direct,Satisified,Male,15/01/09,22243,Critical,Point of Sales,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,Film Advertising,South,3103,16/01/09,Regular Air,Tennessee,37918,0.09,0.35,1,9,0.56,-1.82,24.76,0.7,2.88
West Mifflin,Amy Cox,Small Business,Direct,Satisified,Male,15/01/09,48773,Medium,Point of Sales,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,Film Advertising,East,6849,17/01/09,Regular Air,Pennsylvania,15122,0.06,1.085,1,7,0.38,3.27,51.27,2.17,7.04
Lombard,Skye Norling,Home Office,Direct,Very Satisfied,Female,15/01/09,6884,Low,Point of Sales,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,Outdoor Advertising,Central,950,20/01/09,Regular Air,Illinois,60148,0.01,2.375,1,41,0.36,-61.21,217,4.75,4.98
Lombard,Skye Norling,Home Office,Direct,Very Satisfied,Female,15/01/09,6884,Low,Point of Sales,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Outdoor Advertising,Central,951,20/01/09,Regular Air,Illinois,60148,0.04,0.51,1,47,0.39,119.09,296.13,1.02,6.35
Boardman,Xylona Price,Corporate,Online,Very Satisfied,Male,16/01/09,30915,Low,Point of Sales,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,Window Display,East,4341,16/01/09,Express Air,Ohio,44512,0.04,1.015,1,20,0.57,-17.75,62.78,2.03,2.98
Naperville,Sylvia Foulston,Corporate,Direct,Very Satisfied,Male,16/01/09,31781,Medium,Call Center,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,Outdoor Advertising,Central,4459,17/01/09,Regular Air,Illinois,60540,0.1,4.245,1,46,0.39,-282.6125,249.02,8.49,5.81
Naperville,Sylvia Foulston,Corporate,Direct,Very Satisfied,Male,16/01/09,31781,Medium,Call Center,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,Outdoor Advertising,Central,4460,17/01/09,Regular Air,Illinois,60540,0.03,0.375,1,41,0.52,5.53,78.49,0.75,1.81
Hot Springs,Joe Elijah,Home Office,Online,Very Satisfied,Male,16/01/09,49541,Medium,Call Center,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,Television Advertising,South,6941,17/01/09,Regular Air,Arkansas,71901,0,2.75,1,35,0.57,16.46,503.75,5.5,13.43
Laurel,Sanjit Jacobs,Consumer,Direct,Very UnSatisfied,Female,16/01/09,2370,Critical,Point of Sales,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,Outdoor Advertising,East,345,18/01/09,Regular Air,Maryland,20707,0.02,6.995,1,6,0.69,-85.76,679.6,13.99,110.98
Laurel,Sanjit Jacobs,Consumer,Direct,Very UnSatisfied,Female,16/01/09,2370,Critical,Point of Sales,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,Outdoor Advertising,East,346,18/01/09,Regular Air,Maryland,20707,0.01,1.435,1,30,0.4,59.18,257.42,2.87,8.01
Woodmere,Jason Klamczynski,Small Business,Online,Unsatisfied,Female,16/01/09,39173,Critical,Call Center,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,Radio Advertising,East,5534,18/01/09,Delivery Truck,New York,11598,0.05,14.605,1,2,0.76,-433.290143,373.27,29.21,179.29
Woodmere,Jason Klamczynski,Small Business,Online,Unsatisfied,Female,16/01/09,39173,Critical,Call Center,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,Radio Advertising,East,5533,18/01/09,Regular Air,New York,11598,0.09,0.39,1,36,0.52,3.23,76.48,0.78,2.18
Murfreesboro,Christina Anderson,Corporate,Online,Satisified,Female,16/01/09,22147,Low,Call Center,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,Television Advertising,South,3086,20/01/09,Regular Air,Tennessee,37130,0.04,4.495,1,37,0.44,175.07,832.14,8.99,22.72
Boardman,Xylona Price,Corporate,Online,Very Satisfied,Male,16/01/09,30915,Low,Point of Sales,Technology,Small Box,M70,Telephones and Communication,Window Display,East,4342,21/01/09,Regular Air,Ohio,44512,0.01,4.495,1,25,0.59,561.132,2836.0505,8.99,125.99
Wilmette,Carlos Soltero,Small Business,Online,Satisified,Male,17/01/09,12771,Critical,Call Center,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Television Advertising,Central,1781,17/01/09,Regular Air,Illinois,60091,0.08,9.995,1,40,0.39,-193.44,1143.49,19.99,30.53
Palm Beach Gardens,Katherine Ducich,Corporate,Online,Unsatisfied,Male,17/01/09,10272,Medium,Point of Sales,Office Supplies,Small Box,Xerox 1991,Paper,Outdoor Advertising,South,1416,17/01/09,Regular Air,Florida,33403,0.06,4.09,1,26,0.39,76.43,566.39,8.18,22.84
Sioux Falls,Paul Prost,Corporate,Online,Satisified,Female,17/01/09,46884,Medium,Point of Sales,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,Outdoor Advertising,Central,6587,18/01/09,Regular Air,South Dakota,57103,0.1,1.18,1,25,0.55,39.52,280.43,2.36,11.55
Clarksville,Randy Ferguson,Home Office,Online,Unsatisfied,Male,17/01/09,32868,Not Specified,Point of Sales,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,Outdoor Advertising,South,4612,18/01/09,Regular Air,Tennessee,37042,0.05,3.085,1,39,0.55,200.53,1101.28,6.17,28.15
Cranston,Benjamin Venier,Small Business,Direct,Satisified,Male,17/01/09,1921,Medium,Call Center,Office Supplies,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,fairs and exhibition,East,278,19/01/09,Delivery Truck,Rhode Island,2910,0.05,45.525,1,24,0.57,541.47,7871.91,91.05,328.14
Northport,John Lee,Corporate,Direct,Very Satisfied,Male,17/01/09,18945,Medium,Call Center,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,Outdoor Advertising,South,2619,19/01/09,Regular Air,Alabama,35473,0.06,0.995,1,33,0.42,168.54,528.54,1.99,16.48
Meridian,Joel Eaton,Home Office,Online,Very Satisfied,Female,17/01/09,43620,Medium,Call Center,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,Television Advertising,South,6159,19/01/09,Express Air,Mississippi,39301,0.05,1.13,1,11,0.36,-0.13,49.76,2.26,4.2
Woodridge,Carlos Soltero,Small Business,Online,Satisified,Male,17/01/09,12771,Critical,Call Center,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,Television Advertising,Central,1782,19/01/09,Regular Air,Illinois,60517,0.01,0.785,1,46,0.59,-43.1,78.08,1.57,1.68
Bartlett,Paul Prost,Corporate,Online,Satisified,Female,17/01/09,46884,Medium,Point of Sales,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,Outdoor Advertising,South,6585,19/01/09,Regular Air,Tennessee,38134,0.1,0.695,1,18,0.36,40.3,130.11,1.39,7.64
Bartlett,Paul Prost,Corporate,Online,Satisified,Female,17/01/09,46884,Medium,Point of Sales,Technology,Small Box,6162,Telephones and Communication,Outdoor Advertising,South,6586,19/01/09,Regular Air,Tennessee,38134,0,1.25,1,3,0.59,-509.938,337.3395,2.5,125.99
Palm Beach Gardens,Katherine Ducich,Corporate,Online,Unsatisfied,Male,17/01/09,10272,Medium,Point of Sales,Office Supplies,Small Box,Tyvek¨ Side-Opening Peel & Seel¨ Expanding Envelopes,Envelopes,Outdoor Advertising,South,1415,19/01/09,Regular Air,Florida,33403,0.03,9.995,1,3,0.4,-50.43,299.08,19.99,90.48
Meridian,Joel Eaton,Home Office,Online,Very Satisfied,Female,17/01/09,43620,Medium,Call Center,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,Television Advertising,South,6158,20/01/09,Regular Air,Mississippi,39301,0.05,6.66,1,13,0.43,-89.35,196.22,13.32,14.81
Miami,Natalie Webber,Corporate,Direct,Satisified,Female,18/01/09,22118,High,Call Center,Office Supplies,Small Box,Avery Arch Ring Binders,Binders and Binder Accessories,Window Display,South,3084,18/01/09,Regular Air,Florida,33142,0.05,0.745,1,50,0.38,1315.749,2842.54,1.49,58.1
Tupelo,Kristen Hastings,Corporate,Online,Satisified,Male,18/01/09,58784,Medium,Point of Sales,Office Supplies,Small Box,Xerox 1891,Paper,Outdoor Advertising,South,8221,18/01/09,Regular Air,Mississippi,38801,0.06,2.905,1,29,0.38,573.8,1379.1,5.81,48.91
Tupelo,Kristen Hastings,Corporate,Online,Satisified,Male,18/01/09,58784,Medium,Point of Sales,Office Supplies,Small Box,"Peel & Seel¨ Recycled Catalog Envelopes, Brown",Envelopes,Outdoor Advertising,South,8220,19/01/09,Regular Air,Mississippi,38801,0.02,2.86,1,12,0.35,1.46,141.9,5.72,11.58
Tupelo,Kristen Hastings,Corporate,Online,Satisified,Male,18/01/09,58784,Medium,Point of Sales,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,Outdoor Advertising,South,8222,19/01/09,Regular Air,Mississippi,38801,0.02,8.89,1,17,0.59,-210.09,278.76,17.78,15.51
Willow Grove,Kristen Hastings,Corporate,Online,Satisified,Male,18/01/09,58784,Medium,Point of Sales,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,Outdoor Advertising,East,8223,20/01/09,Delivery Truck,Pennsylvania,19090,0.05,19.5,1,25,0.55,2372.08,8875.17,39,350.99
Willow Grove,Kristen Hastings,Corporate,Online,Satisified,Male,18/01/09,58784,Medium,Point of Sales,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,Outdoor Advertising,East,8224,20/01/09,Express Air,Pennsylvania,19090,0.04,4.7,1,20,0.49,-67.3815,331.21,9.4,15.99
Granger,Erica Bern,Corporate,Online,Satisified,Female,18/01/09,48199,Not Specified,Point of Sales,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Film Advertising,Central,6772,21/01/09,Regular Air,Indiana,46530,0.1,0.695,1,47,0.4,279.74,672.46,1.39,15.74
Santa Fe,Arthur Gainer,Consumer,Direct,Satisified,Male,19/01/09,66,Low,Point of Sales,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,fairs and exhibition,West,11,19/01/09,Regular Air,New Mexico,87505,0.09,0.35,1,41,0.56,7.57,108.15,0.7,2.88
South Burlington,Chris Cortes,Consumer,Online,Satisified,Female,19/01/09,20711,Critical,Call Center,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,Television Advertising,East,2875,20/01/09,Delivery Truck,Vermont,5403,0,28.07,1,18,0.39,-101.6595,2215.96,56.14,119.99
Hamilton,Stuart Calhoun,Consumer,Direct,Very Satisfied,Female,19/01/09,16999,Critical,Call Center,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,Outdoor Advertising,East,2357,21/01/09,Regular Air,Ohio,45011,0.09,0.495,1,18,0.55,1081.62,3568.45,0.99,207.48
Oxford,Chris Cortes,Consumer,Online,Satisified,Female,19/01/09,20711,Critical,Call Center,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,Television Advertising,East,2874,21/01/09,Regular Air,MA,1540,0.1,4.515,1,5,0.37,-19.52,98.66,9.03,18.97
Sanford,Tanja Norvell,Corporate,Direct,Very Satisfied,Male,20/01/09,38340,Critical,Point of Sales,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,Outdoor Advertising,South,5392,21/01/09,Regular Air,Florida,32771,0.02,1.75,1,36,0.57,684.9,2167.05,3.5,60.22
Allen,Cynthia Arntzen,Small Business,Online,Very Satisfied,Male,20/01/09,44197,High,Call Center,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Outdoor Advertising,Central,6237,23/01/09,Delivery Truck,Texas,75002,0.02,26.74,1,27,0.65,-229.79,3970.33,53.48,140.98
